video_id,title,publish_time,channelId,channel_title,category_id,trending_date,views,likes,comment_count,comments_disabled,ratings_disabled,description
pnY1cQ3Cbnw,Mainz Shocks Bayern | 1. FSV Mainz 05 - FC Bayern München 3-1 | Highlights | MD 29 Bundesliga 22/23,2023-04-22T15:46:15Z,UC6UL29enLNe4mqwTfAyeNuw,Bundesliga,17,23.27.04,918900,13249,1091,False,False,"#M05FCB | Highlights from Matchday 29!► Sub now: https://redirect.bundesliga.com/_bwCS Watch the Bundesliga highlights of 1. FSV Mainz 05 vs. FC Bayern München from Matchday 29 of the 2022/23 season!Goals: 0-1 Mané (29'), 1-1 Ajorque (65'), 2-1 Barreiro (73'), 3-1 Aaron (79')► Watch Bundesliga in your country: https://redirect.bundesliga.com/All_Broadcaster► Join the conversation in the Bundesliga Community Tab:https://www.youtube.com/bundesliga/communityWe’ve seen another Matchday full of unmissable Bundesliga drama. Don’t miss any highlights from Germany’s football league! The Official Bundesliga YouTube channel gives you access to videos about the greatest goals, best moments and anything else you should know about. Make sure to subscribe now and visit us at https://bndsl.ga/comYT to find out more about the fixtures, analysis and news about your favourite team!"
T4SFAOV0p_Q,DIANA MARUA FIRST SURPRISE GIFT TO BAHATI FOR 2023🥳🥳 || DIANA BAHATI,2023-04-18T12:00:09Z,UC0UslOx9EYxnk_4SFSHj8hA,DIANA BAHATI,10,23.27.04,179646,5445,1160,False,False,DIANA MARUA FIRST SURPRISE GIFT TO BAHATI FOR 2023.
KghMeU4oOeA,SHIRU WA GP - MOTHE (OFFICIAL VIDEO)SMS Skiza 6621005 TO 811,2023-04-03T08:52:54Z,UC12i9YDDwHaAKTBcQKzSFVw,SHIRU WA GP . HSC,10,23.27.04,291146,9611,1044,False,False,"#FineTuneRecords​#FineTuneRecords​ #Mothe#FineTuneRecords​ ​​ Shiruwagp#FineTuneRecords​ #MotheSong By Shiru Wa GP   Mothe Watch, Share, Like & Comment.======================================AUDIO PRODUCED BY;FineTune Records / Denno ----------------------------------------------VIDEO BY FineTune Media House; 0799001825Directed By POTMAN  0705898184Edited and Graded By POTMAN"
CPRilSjv2Gg,Wueh! Pesa ipendi kelele!  | TRHK EP307 Pt 2,2023-04-19T17:10:00Z,UCP456Szyc9zy-f0j3UoHzeg,The Real Househelps of Kawangware,23,23.27.04,90943,1606,396,False,False,The Real Househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware
pAuNaWKSg8A,Cat Burns - live more & love more (lyric video),2023-03-31T07:00:31Z,UCEoHnC4E2e0qxAHjFpL4NsQ,CatBurnsVEVO,10,23.27.04,1788882,57187,1539,False,False,My new single 'live more & love more' OUT NOW https://CatBurns.lnk.to/livemorelovemoreFollow Cat: TikTok: https://www.tiktok.com/@catburnss?lan... Instagram: https://www.instagram.com/catburns/ Twitter: https://twitter.com/catburns Facebook: https://www.facebook.com/catburnsmusic/ Stay updated on Cat's website: https://catburns.com/ SUBSCRIBE to Cat’s channel: https://bit.ly/2A2su5wLyrics:since I’ve gotten olderi’ve realisedwe all care about things that don’t really matterwe’re just told it doesand now we’re all tryna to keep our head above the waterbut what if we don’t wannaif there’s something you wanna dojust do itdon’t let your head stop your heart from movingif there’s someone you wanna talk totalk to themwho knows who we’d be if we justlive more & love morewe all just need tolive more & love morewhen we’re not here anymoreit all comes down to who we were and what we stood fornot what we had and not where we livedso when we’re told it doesmaybe then we’ll seewe don’t just have to keep our heads above the waternot if we don’t wannaif there’s something you wanna dojust do itdon’t let your head stop your heart from movingif there’s someone you wanna talk totalk to themwho knows who we’d be if we justlive more & love morewe all just need tolive more & love more so hug your kidstell them you love themhave some heartbut make sure it’s opentake that riskcause time gets stolenmaybe speak less and listen morecause life’s too shortyou only have oneit might sound clichébut your life can startwhen you choose it towhen you choose it tocause if there’s something you wanna do just do itdon’t let your head stop your heart from movingif there’s someone you wanna talk totalk to themwho knows who we’d be if we justlive more & love morewe all just need tolive more & love morewho knows who we’d be if we justlive more & love morewe all just need tolive more & love more#CatBurns #livemorelovemore
VnXq06m9P4g,"Adekunle Gold, Zinoleesky - Party No Dey Stop (Official Music Video)",2023-04-11T17:00:10Z,UCh1z8GgQUFWK5xDcYocBA9g,AdekunleGoldVEVO,10,23.27.04,1516077,42028,1578,False,False,"Listen/Download: https://adekunlegold.lnk.to/PNDSWatch Lyric Video: https://adekunlegold.lnk.to/PNDSLyricVidWatch UGC Compilation: https://adekunlegold.lnk.to/PNDSUGCUse The Sound! https://adekunlegold.lnk.to/PNDSSounds✅ Subscribe: https://www.youtube.com/adekunlegoldFollow AG:https://www.instagram.com/adekunlegold/https://twitter.com/adekunleGOLDhttps://www.tiktok.com/@adekunlegoldhttps://www.facebook.com/adekunlegold/#PartyNoDeyStop #PNDS #AdekunleGoldMusic video by Adekunle Gold, Zinoleesky performing Party No Dey Stop. © 2023 Def Jam Recordings, a division of UMG Recordings, Inc.http://vevo.ly/NRp22Q"
_whbdP3pnCs,I Don't Trust Anyone OR Anything!,2023-04-21T18:31:04Z,UCYzEMRKqrh01-tauv7MYyVQ,MSA previously My Story Animated,1,23.27.04,4683777,105999,3006,False,False,"Subscribe now to join our MSA family! Follow us on Instagram @my.story.animated for exclusive content, teasers for upcoming videos, and special giveaways. https://bit.ly/3jHDZ9AMake sure you also follow and like our Facebook page.  Want to meet MSA’s community? Join our Facebook group to get in touch with other people who are as passionate about us as you are and share with us how our stories changed your life. https://bit.ly/2VwcaqEIf you want to see exclusive memes and funny content that is short and WILL make your day brighter make sure to follow our Tiktok account https://bit.ly/3yoJ6jb"
CQeeFeMJXWw,Lindelöf Sets Up All Manchester Final | Brighton 0-0 (6-7) Manchester United | Emirates FA Cup 22-23,2023-04-23T23:00:05Z,UCChcWqwYXCEs657MQ00qVWA,The Emirates FA Cup,17,23.27.04,1806238,18839,749,False,False,Watch the extended highlights from Brighton v Manchester United in the Emirates FA Cup Semi-Final.Follow @EmiratesFACup on Twitter for in-game highlights and match updates!https://twitter.com/emiratesfacupSubscribe:https://www.youtube.com/thefacupTo find out more about The FA Cup visit:https://www.TheFA.com/EmiratesFACupThe FA Cup on Facebook:http://www.facebook.com/TheFACupThe FA Cup on Instagram:http://www.instagram.com/emiratesfacup/The FA Cup on Tiktok:https://www.tiktok.com/@emiratesfacup
BLrED-RYGRg,"Super cool, super casual from Ederson #shorts",2023-03-30T11:01:00Z,UCG5qGWdu8nIRZqJ_GgDwQ-w,Premier League,17,23.27.04,30968583,444828,935,False,False,"Super cool & super casual from Ederson as the Man City goalkeeper makes a goal line clearance in a Premier League match against Liverpool (2021/22).Premier League shorts 👇https://youtube.com/playlist?list=PLQ_voP4Q3cfcaScJRgWgLgSX3FNMdZC6wSubscribe to the official Premier League YouTube channel: http://preml.ge/PremierLeagueYouTube Premier League website: http://preml.ge/PremierLeagueWebsiteFollow the Premier League on Instagram: http://preml.ge/PremierLeagueInstagramFollow the Premier League on Twitter: http://preml.ge/PremierLeagueTwitterLike the Premier League on Facebook: http://preml.ge/PremierLeagueFacebookPlay Fantasy Premier League: http://preml.ge/FantasyPremierLeagueTo license Premier League match footage: https://imgreplay.com/contact#Shorts #PremierLeague #Football #SoccerYour safety onlineVisit the Child Exploitation and Online Protection website for confidential support if something has happened online which has made you feel unsafe, if you are worried about someone else or to report online abuse. (https://www.ceop.police.uk/safety-centre)You should contact the Police by calling 999 if you or anybody else is in any sort of danger.Visit CEOP’s Thinkuknow website for advice and guidance on safe surfing and staying safe online for example when using mobile phones, blogs, social media, chatting, online gaming and emailing. (https://www.thinkuknow.co.uk)You can also visit the Premier League safeguarding page for more information. (https://www.premierleague.com/safeguarding)"
RaMaaUSu65s,PRINCESS Doesn't Know D Maiden She Maltreated&Slapped Is Also Royalty Who will save the Dying Prince,2023-04-02T18:00:11Z,UCr1r_V_NIbEeuuEfBWqlJCg,Kleanson Concept,24,23.27.04,1118963,6689,750,False,False,"#stayhome #latest Turn On This Channel# #2022 #subscribe #2023  an intriguing  movie revolving around a rich royal kingdom with high royal influence and respect, the king who faces lots of enemy within.Prince Alex{Maleek Milton} faced lots of fights with unknown enemy which led him to an unknown land of Agabagaga. he met a beautiful princess Oledo {Ekene Umenwa} who he fall in love with, but will the language barre and her timidity and the royal kingdom allow him to marry his new found love? will his fiancée Jane {LizzyGold Onuwaje} allow him to marry the young princess Olaedo. The suspense  in the movie will keep you watching all day.Directed by Goodnews Erico IsikaProduced By Alex Ifeanyi OgbodoExcutive Producer Alex Ifeanyi OgbodoCompany Name Kleanson Concept2022 MovieNollywood movie starring Eucheria Anunobi RIta ArumLizzyGold OnuwajeEkene UmenwaMaleek MiltonPapa EAmechi AnaekweARRIVAL  {2022 Hit Movie} - Eucheria Anuobi|LizzyGold|Ekene Umenwa|Maleek Milton|Nollywood Nigerian Movie"
kFeE6sPAuZk,Create a Short helping me build my set list!  #CoachellaOnYouTube brought to you by YouTube Shorts.,2023-04-05T16:04:51Z,UCIjYyZxkFucP_W-tmXg_9Ow,Calvin Harris,10,23.27.04,34944724,1471600,6545,False,False,
cvjiVuB5OME,Highlights PSG - Lens l Messi cùng Mbappe song tấu quẩy toang hàng thủ đối phương,2023-04-15T19:57:18Z,UCbdlxg0t8O7WGPrFsVcz6Gg,On Ligue 1 In Vietnam,17,23.27.04,1626938,23821,573,False,False,"#Ligue1 #messi #mbappe #psg =================================Kênh youtube On Ligue 1- Dịch vụ VTVcab ON - Truyền hình Cáp Việt Nam VTVcab, Đài Truyền hình Việt NamYoutube On Ligue 1: https://bit.ly/SubcriberLigue1Facebook On Ligue 1: fb.com/OnLigue1Channel✪ Website: http://on.vtvcab.vn/✉ Email: digital@vtvcab.vn"
jAd9nad3ThI,YouTube is Banning Me,2023-03-29T20:15:00Z,UC4KWYlW-B2oqxc36TH_RcXw,SenyaiGrubs,24,23.27.04,49998505,2800617,20429,False,False,#shorts Music from #Uppbeat (free for Creators!):https://uppbeat.io/t/kem/lazy-loveLicense code: CDAORE1JZ4O5CPC7
Pw8AAbF3BW4,Guardian Angel - TUNAZIDI   Tafuta Kazi Uache Wivu  (Official  Lyric Video ),2023-04-07T10:12:09Z,UCdPgo0qkTA5-PKq3YwRk5Gw,Guardian Angel Global,10,23.27.04,106305,3078,284,False,False,"Guardian Angel performing Tunazidi  Executive Producers : Peter Audiphaxad OmwakaAudio Producer : Vicky Pon DisEnjoy Guardian Angel Other Songs:Ni Wewe ft. Esther Wahome ► https://youtu.be/BFSbhPZRppkWema Wako ft. Baraka ► https://youtu.be/4MPHaO5xQ0AHadithi ► https://youtu.be/Jkyz9QVZ5x8Utafurahi ► https://youtu.be/bHI5zJC2A0YWakati Wa Mungu ► https://youtu.be/SwyIiHun1osTaunet Nelel Cover ► https://youtu.be/G_kb9VkTPLYSwadakta ► https://youtu.be/66mp3pkyD-sNadeka ► https://goo.gl/5Y273n Watch All Guardian Angel Music Videos: https://goo.gl/2gaxFmGuardian Angel Live Performances: https://goo.gl/7UeUbAGuardian Angel Non Stop Mix ► https://youtu.be/Pa3tYJ3InvoFollow Guardian Angel  :Instagram:       https://www.instagram.com/guardianang...Facebook:        https://facebook.com/guardianglobal/Twitter:            https://twitter.com/GuardianAngelK/Website:          https://guardianangelglobal.comOfficial Artist Channel of Guardian Angel, Subscribe for more : https://goo.gl/7CvVgW#7heavenmusic  #GuardianAngel"
cKqVNx_-FBI,Kuna waria ameonyeshwa mambo hii Nairobi 😂😂😂😂😂😂😂😂😂🔥😂😂😂😂,2023-04-17T13:05:00Z,UCkV9PCA7E-WSSN9Px9kKj8A,Terence Creative,24,23.27.04,161497,5530,710,False,False,
fy2_Zb4L8EY,Realistic phone case in a form of ear!? An incredible process of making a silicone craft📱👂,2023-03-26T23:03:19Z,UCO5gl04EhuLl4d6HZMQdg0A,Wood Mood,26,23.27.04,70980685,1721470,4634,False,False,It's so realistic!This activity is performed by actors in a controlled environment. Please use caution if you plan to replicate.Music by Epidemic Sound: https://www.epidemicsound.com/#craft #woodmood
1cF9LPr9kjs,"Well done, man! 😎😎#dog #cutedog #pets #shorts",2023-03-23T05:45:54Z,UCSGiYwWpkUUAgqfbFj9J46A,Little Golden,15,23.27.04,108021285,1261451,1063,False,False,#dog #doglover #pets #petlover #goldenretriever #funnydogs #cutedog #shorts #cute #socute
15VkQ4D76gE,Did She Really Cut Her Hair?!😅 I'm Not Surprised Why She Crafted A DIY Hairdresser! #shorts,2023-03-21T22:00:00Z,UCmQataFNBge-_HQJ7tpM3CA,Cool Tool Shorts,24,23.27.04,96748812,2542731,2229,False,False,Seems like the girls liked this diy craft!#craft #gadget #tiktok
jPAVCgcnEeU,When you break into the wrong car,2023-03-21T19:10:38Z,UCAs1oazmkNDzpgiLZraMZMQ,KingBach,23,23.27.04,5562038,292504,2642,False,False,
2o9jD_HJUNE,PATOTO PA SWEETSTAR NILALE NDANI OFFICIAL AUDIO,2023-04-05T20:29:43Z,UCURHKkp6oUDvgH-6kMs9Y8A,Sweetstar,10,23.27.04,109213,1715,302,False,False,
